com.idol.android,51.0,0.0
com.baidu.news,50.79,0.0
com.rongcai.show,50.56,0.0
com.sohu.auto.helper,50.55,0.0
com.tencent.djcity,50.45,0.0
com.goodluck.qianming,50.43,0.0
com.xg.nine,50.33,0.0
com.chunfen.brand5,50.29,0.0
com.xingjiabi.shengsheng,50.25,0.0
com.androidesk,50.09,0.0
com.myzaker.ZAKER_Phone,50.05,0.0
sina.mobile.tianqitong,49.88,0.0
com.achievo.vipshop,49.74,0.0
com.yiche.autoeasy,49.54,0.0
cn.com.pconline.android.browser,49.27,0.0
com.gionee.client,49.25,0.0
com.boohee.one,49.21,0.0
com.douban.daily,49.15,0.0
com.vanchu.apps.guimiquan,48.96,0.0
com.sankuai.meituan.takeoutnew,48.88,0.0
com.mogujie,48.86,0.0
com.douban.frodo,48.83,0.0
com.sohu.newsclient,48.61,0.0
com.cubic.autohome,48.61,0.0
com.eduu.bang,48.56,0.0
com.feiniu.market,48.47,0.0
com.mygolbs.mybus,48.37,0.0
com.htinns,48.15,0.0
com.by.butter.camera,48.04,0.0
qsbk.app,47.58,0.0
com.mygolbs.mybusfj,46.92,0.0
cn.j.guang,46.56,0.0
com.cmbchina.ccd.pluto.cmbActivity,46.48,0.0
com.alex.lookwifipassword,46.45,0.0
com.soufun.app,46.27,0.0
com.wzzn.singleonline,46.18,0.0
com.pingan.wanlitong,46.17,0.0
com.xisue.zhoumo,46.15,0.0
com.neusoft.td.android.wo116114,45.32,0.0
cn.TuHu.android,45.23,0.0
com.pingan.papd,45.2,0.0
com.douban.group,45.14,0.0
com.yourdream.app.android,45.08,0.0
com.autohome.usedcar,45.0,0.0
com.ct.client,44.78,0.0
com.yiche.price,44.74,0.0
com.wumii.android.mimi,44.44,0.0
com.shanbay.words,44.34,0.0
com.suning.mobile.ebuy,44.31,0.0
com.baidu.mbaby,44.29,0.0
com.linsen.decday,44.1,0.0
com.baidu.iknow,44.09,0.0
com.yue.ai.yuanfen,43.97,0.0
com.androidesk.livewallpaper,43.66,0.0
com.anycall,43.65,0.0
com.dongqiudi.news,43.51,0.0
cn.dict.android.pro,43.45,0.0
com.haobao.wardrobe,43.21,0.0
cn.com.spdb.mobilebank.per,43.21,0.0
com.akazam.android.wlandialer,43.14,0.0
cn.mama.pregnant,42.92,0.0
cn.cntvnews,42.88,0.0
com.lt.lighting,42.81,0.0
com.runbey.ybjk,42.7,0.0
air.com.netease.cj.xiaomi,42.57,0.0
com.jingdong.app.mall,42.39,0.0
com.jsmcczone,42.34,0.0
com.xtuone.android.syllabus,42.27,0.0
com.tencent.gamejoy,42.12,0.0
com.miai.miai.app,42.12,0.0
cn.kuwo.sing,42.12,0.0
com.cubic.choosecar,42.07,0.0
com.picsart.studio,42.04,0.0
com.kuailianai.main,41.96,0.0
com.gome.eshopnew,41.95,0.0
com.hola.launcher,41.81,0.0
com.huaqian,41.65,0.0
com.og.danjiddz,41.56,0.0
one.hh.oneclient,41.52,0.0
jp.naver.linecamera.android,41.44,0.0
com.tencent.karaoke,41.41,0.0
com.ucaller,41.37,0.0
com.jd.jrapp,41.23,0.0
com.suryani.jiagallery,41.02,0.0
com.nhzw.bingdu,40.95,0.0
com.quanleimu.activity,40.94,0.0
com.tongcheng.android,40.75,0.0
com.liulishuo.engzo,40.41,0.0
com.autohome.mycar,40.2,0.0
com.tuan800.tao800,40.11,0.0
com.flipkart.android,40.08,0.0
com.renren.rrquiz,40.04,0.0
com.brixd.wallpager,39.98,0.0
com.baidu.hao123,39.92,0.0
com.ezjoynetwork.juicesplash,39.91,0.0
com.oppo.music,39.9,0.0
com.pinguo.edit.sdk,39.79,0.0
com.duokan.phone.remotecontroller,39.76,0.0
com.qingdaonews.bus,39.71,0.0
com.julanling.app,39.61,0.0
com.jsmcc,39.57,0.0
cn.nimostudio.chengyu.two.android,39.54,0.0
com.zuobao.xiaobao,39.53,0.0
com.qq.ac.android,39.52,0.0
com.xdf.recite,39.43,0.0
com.youdao.dict,39.38,0.0
com.zhangdan.app,39.37,0.0
com.idonoo.shareCar,39.31,0.0
com.tencent.lightapp.Tencent,39.3,0.0
com.koudai.weidian.buyer,39.26,0.0
com.ataaw.tianyi,39.23,0.0
com.tencent.game.VXDGame,39.16,0.0
com.taobao.ju.android,39.09,0.0
com.taobao.etao,39.08,0.0
com.kamitu.drawsth.standalone.free.android,39.07,0.0
com.zhenai.android,39.05,0.0
com.nuomi,39.04,0.0
com.android.comicsisland.activity,38.99,0.0
com.android.browser,38.98,0.0
com.ushaqi.zhuishushenqi,38.98,0.0
com.qiulianai.main,38.97,0.0
com.qihoo.lottery,38.93,0.0
com.jxedt,38.88,0.0
com.wondertek.paper,38.76,0.0
com.qianwang.qianbao,38.65,0.0
com.sdo.sdaccountkey,38.62,0.0
com.xxAssistant,38.61,0.0
com.dianxinos.dxhome,38.54,0.0
vStudio.Android.Camera360,38.5,0.0
com.taou.maimai,38.49,0.0
cn.lextel.dg,38.43,0.0
com.baidu.yuedu,38.3,0.0
com.tmall.wireless,38.25,0.0
com.mandi.lol,38.23,0.0
com.baidu.baiducamera,38.17,0.0
com.meishubao.client,38.15,0.0
com.and.colourmedia.ewifi.nanjing,38.13,0.0
com.ijinshan.kbatterydoctor,38.09,0.0
com.nd.android.pandahome2,38.01,0.0
com.android.cheyooh,37.99,0.0
com.yuai.miaoyuan.main,37.98,0.0
cn.eclicks.drivingtest,37.97,0.0
com.qihoo.browser,37.96,0.0
com.tencent.WBlog,37.87,0.0
com.cnvcs.gomoku,37.86,0.0
com.cutt.zhiyue.android.app236492,37.85,0.0
com.mx.browser,37.81,0.0
com.baidu.tieba,37.81,0.0
com.daohang2345,37.78,0.0
com.wangyin.payment,37.73,0.0
com.mybook66,37.7,0.0
com.imfclub.stock,37.7,0.0
com.cqmc.client,37.65,0.0
com.nice.main,37.61,0.0
com.eastmoney.android.fund,37.56,0.0
com.buykee.princessmakeup,37.49,0.0
me.ele,37.48,0.0
com.dianping.t,37.4,0.0
com.ziipin.homeinn,37.37,0.0
com.tencent.qqlauncher,37.32,0.0
com.zuimeia.suite.lockscreen,37.32,0.0
com.youloft.calendar,37.28,0.0
com.baidu.wenku,37.26,0.0
cn.ecook,37.17,0.0
com.yoka.hotman,37.14,0.0
com.wpd.game.popstar,37.06,0.0
com.alibaba.mobileim,37.0,0.0
com.bankcomm,36.99,0.0
vz.com,36.98,0.0
com.dajie.official,36.97,0.0
cn.chinabus.main,36.95,0.0
com.tencent.QQLottery,36.95,0.0
com.jie.book.noverls,36.94,0.0
im.yixin,36.93,0.0
com.tencent.ttx5,36.92,0.0
com.pingan.pabank.activity,36.87,0.0
com.sitech.ac,36.82,0.0
com.philzhu.www.ddz,36.8,0.0
com.xiangha,36.66,0.0
com.snda.wifilocating,36.6,0.0
org.cocos2d.fishingjoy3.qihu,36.59,0.0
com.yoho,36.58,0.0
com.qigame.lock,36.57,0.0
howbuy.android.palmfund,36.52,0.0
com.commsource.pomelo,36.48,0.0
com.dz.akqieread,36.46,0.0
com.taobao.qianniu,36.44,0.0
com.u17.comic.phone,36.4,0.0
com.happyelements.AndroidAnimal,36.37,0.0
my.beautyCamera,36.36,0.0
com.icoolme.android.weather,36.24,0.0
cn.filesearch.xs,36.2,0.0
com.qima.kdt,36.18,0.0
com.tencent.king.candycrushsaga,36.02,0.0
com.mahjong.danji,35.99,0.0
com.cplatform.surfdesktop,35.97,0.0
com.mas.wawagame.BDDKlord,35.96,0.0
com.ss.android.article.news,35.86,0.0
com.culiu.tenpics,35.86,0.0
com.ydh.weile,35.77,0.0
com.didapinche.booking,35.75,0.0
ctrip.android.view,35.68,0.0
com.asiainno.pengpeng,35.66,0.0
com.soft.blued,35.63,0.0
com.qihoo360.ludashi.cooling,35.53,0.0
dxwt.questionnaire.ui,35.52,0.0
com.netease.mkey,35.49,0.0
com.june.game.doudizhu,35.43,0.0
com.traffic.handtrafficbible,35.31,0.0
cn.etouch.ecalendar,35.23,0.0
com.Kingdee.Express,35.2,0.0
com.lejent.zuoyeshenqi.afanti,35.07,0.0
com.boyaa.lordland.sina,35.03,0.0
com.sogou.androidtool,35.03,0.0
com.coohuaclient,35.02,0.0
cn.xiaochuankeji.tieba,35.0,0.0
com.lashou.groupurchasing,34.96,0.0
com.dianping.v1,34.92,0.0
cn.shuangshuangfei,34.91,0.0
com.tencent.mtt,34.89,0.0
com.sygame.giveup,34.89,0.0
com.hundsun.stockwinner.fzzq,34.88,0.0
com.cnvcs.xiangqi,34.75,0.0
com.sogou.activity.src,34.75,0.0
com.cnvcs.junqi,34.75,0.0
com.jeejen.family.miui,34.72,0.0
cn.buding.martin,34.72,0.0
com.paic.zhifu.wallet.activity,34.64,0.0
com.xueqiu.android,34.6,0.0
com.greenpoint.android.mc10086.activity,34.58,0.0
com.tencent.WeFire,34.58,0.0
com.xiaomi.smarthome,34.53,0.0
com.lazyswipe,34.52,0.0
com.uc.browser.hd,34.5,0.0
com.anhuitelecom.share.activity,34.44,0.0
cn.xxt.nm.app,34.42,0.0
com.mtime,34.35,0.0
com.xiaomi.gamecenter,34.35,0.0
com.duowan.lolbox,34.32,0.0
com.yiyaowang.doctor,34.31,0.0
com.cebbank.bankebb,34.29,0.0
com.duokan.fiction,34.22,0.0
com.tencent.qt.qtl,34.2,0.0
cn.com.nd.s,34.19,0.0
com.oppo.camera,34.17,0.0
com.sina.news,34.17,0.0
com.bmcc.ms.ui,34.14,0.0
cn.eclicks.wzsearch,34.1,0.0
com.culiu.tenwords,34.07,0.0
com.handsgo.jiakao.android,34.05,0.0
com.hexin.plat.monitrade,34.0,0.0
com.anzogame.lol,34.0,0.0
com.leixun.nvshen,33.97,0.0
org.mygson.videoa.zw,33.94,0.0
com.miHoYo.game2144.mi,33.93,0.0
com.jhss.youguu,33.91,0.0
com.android.bankabc,33.89,0.0
com.qzone,33.78,0.0
com.feibo.joke,33.77,0.0
com.baidu.searchbox,33.72,0.0
cc.fotoplace.app,33.68,0.0
com.pingan.wetalk,33.58,0.0
com.baidu.searchbox_gionee,33.53,0.0
com.baidu.tiebaz,33.53,0.0
oms.mmc.app.almanac_inland,33.45,0.0
com.wuba,33.44,0.0
com.tencent.qt.sns,33.42,0.0
com.lewa.weather,33.28,0.0
com.nineton.weatherforecast,33.27,0.0
com.yx,33.19,0.0
com.pianke.client,33.12,0.0
org.cocos2d.fishingjoy3,33.09,0.0
com.ali.money.shield,33.07,0.0
com.lofter.android,33.06,0.0
com.bitmango.blockjam.wl,32.94,0.0
com.cooltest.viki,32.92,0.0
com.fenbi.android.gaozhong,32.91,0.0
cn.com.sina.finance,32.89,0.0
com.koudai.weishop,32.79,0.0
com.baozou.baozou.android,32.78,0.0
com.weiju,32.67,0.0
com.secretlisa.xueba,32.65,0.0
com.jxedt.cn,32.64,0.0
com.moji.mjweather,32.62,0.0
com.kugou.android.ringtone,32.5,0.0
com.tal.kaoyan,32.48,0.0
com.android.incallui,32.43,0.0
com.rebeltwins.dragonhills,32.4,0.0
com.metek.zqWeather,32.4,0.0
cn.tianya.light,32.4,0.0
com.liveaa.education,32.31,0.0
com.edcsc.wbus,32.27,0.0
com.baidu.tieba_mini,32.27,0.0
com.duowan.groundhog.mctools,32.26,0.0
com.mmmono.mono,32.24,0.0
com.browser2345,32.18,0.0
com.dw.btime,32.18,0.0
com.happyelements.AndroidAnimal.qq,32.14,0.0
com.esbook.reader,32.03,0.0
com.baidu.tiebar,32.01,0.0
com.anjuke.android.app,32.01,0.0
com.gionee.fanfan,32.01,0.0
com.sohu.inputmethod.sogouoem,31.96,0.0
com.Qunar,31.95,0.0
com.meitu.poster,31.92,0.0
com.gtja.dzh,31.87,0.0
com.budejie.www,31.85,0.0
air.com.tencent.qqfarmios,31.83,0.0
com.taobao.fleamarket,31.8,0.0
com.jrdcom.mmitest,31.76,0.0
sogou.mobile.explorer,31.72,0.0
com.duoduo.passenger,31.71,0.0
com.hexin.plat.android,31.69,0.0
com.zhaowifi.freewifi,31.62,0.0
com.sogou.novel,31.55,0.0
com.kibey.echo,31.46,0.0
com.ophone.reader.ui,31.46,0.0
com.changyou.zzb,31.4,0.0
com.boyaa.scmj,31.37,0.0
com.xiaoenai.app,31.34,0.0
com.theotino.sztv,31.33,0.0
com.ifeng.news2,31.3,0.0
me.chunyu.ChunyuDoctor,31.29,0.0
com.easylife.weather,31.28,0.0
com.tencent.qlauncher,31.21,0.0
com.taobao.trip,31.2,0.0
com.chinamworld.main,31.16,0.0
org.cocos2d.fishingjoy3.ck.duoku,31.14,0.0
cn.mucang.xiaomi.android.wz,31.1,0.0
com.superlib,31.09,0.0
com.tencent.mobileqq,31.08,0.0
com.netease.caipiao,31.06,0.0
com.boyaa.lordland.wdj,31.06,0.0
com.tadu.android,30.96,0.0
com.qufenqi.android.app,30.96,0.0
com.invictus.impossiball,30.95,0.0
com.youyuan.yyhl,30.93,0.0
com.dangdang.reader,30.92,0.0
com.tianqi2345,30.9,0.0
com.qihoo.freewifi,30.83,0.0
com.es.tjl,30.8,0.0
com.sinovatech.unicom.ui,30.76,0.0
com.android.game2048,30.76,0.0
org.sbtools.gamehack,30.72,0.0
com.pdragon.new2048,30.71,0.0
cn.edu.zjicm.wordsnet_d,30.66,0.0
com.sigbit.gzmobile.channel,30.59,0.0
com.oppo.scratch,30.53,0.0
com.cyberlink.youperfect,30.44,0.0
com.pixlr.express,30.43,0.0
com.qihoo.haosou,30.41,0.0
com.baozoumanhua.android,30.39,0.0
com.gale.sanguokill.hd,30.37,0.0
com.tencent.peng,30.27,0.0
com.coolwind.weather,30.27,0.0
com.qihoo.expressbrowser,30.25,0.0
com.happy.lock,30.23,0.0
com.nd.android.pandareader,30.19,0.0
com.tuniu.app.ui,30.15,0.0
com.kandian.hdtogoapp,30.02,0.0
com.baidu.searchbox_sj,29.96,0.0
com.ireadercity,29.89,0.0
com.duitang.main,29.73,0.0
com.uucun51008669.android.cms,29.71,0.0
com.smile.gifmaker,29.7,0.0
com.pingan.lifeinsurance,29.69,0.0
com.bilin.huijiao.activity,29.65,0.0
com.cinema2345,29.58,0.0
com.idreamsky.runningman,29.53,0.0
com.lianzainovel,29.38,0.0
com.qidian.QDReader,29.31,0.0
smskb.com,29.28,0.0
com.metek.customzqWeather,29.25,0.0
com.mycheering.apps,29.23,0.0
com.pdragon.popstar,29.17,0.0
com.beastudio.sflashlight,29.16,0.0
com.jiasoft.swreader,29.05,0.0
com.soufun,29.04,0.0
com.qqgame.hldouniu,29.02,0.0
com.renren.mobile.android,28.97,0.0
com.shootbubble.bubbledexlue,28.95,0.0
com.adfox.store,28.83,0.0
com.bbm,28.79,0.0
com.tencent.mm,28.78,0.0
com.tence01.mm,28.77,0.0
insigma.waybook,28.7,0.0
com.qq.reader,28.64,0.0
com.quanle.lhbox,28.61,0.0
com.ijinshan.browser_fast,28.56,0.0
com.miHoYo.HSoDv2BiliBiliRelease,28.55,0.0
com.sina.weibog3,28.52,0.0
com.tencent.wequiz,28.48,0.0
com.tence02.mm,28.47,0.0
com.tiqiaa.icontrol,28.46,0.0
com.hupu.games,28.44,0.0
com.yidian.xiaomi,28.41,0.0
com.martian.ttbook,28.37,0.0
com.happyelements.happyfishandroidmi,28.35,0.0
com.baidu.lbs.waimai,28.34,0.0
com.xinmei365.font,28.15,0.0
com.tuyoo.doudizhu.main,28.13,0.0
com.chediandian.customer,28.12,0.0
com.mofangge.arena,28.08,0.0
com.hundsun.winner.pazq,28.07,0.0
com.sankuai.movie,28.02,0.0
com.yibasan.lizhifm,27.99,0.0
com.baidu.easyroot,27.96,0.0
com.tencent.qq.kddi,27.94,0.0
com.welove520.welove,27.86,0.0
com.kingsoft,27.83,0.0
com.xiaodao.aboutstar,27.82,0.0
com.dianxing.heloandroid,27.82,0.0
com.wandoujia.phoenix2,27.69,0.0
com.hexin.android.bank,27.66,0.0
com.tencent.ttpic,27.57,0.0
com.iflytek.ringdiyclient,27.5,0.0
com.groupwifi.wifizhenqiang,27.49,0.0
com.aoratec.wifimanager,27.45,0.0
com.cmge.xianjian.a360,27.44,0.0
com.baidu.homework,27.44,0.0
me.papa,27.43,0.0
com.tencent.HappyRoom,27.4,0.0
org.mozilla.firefox,27.37,0.0
com.iBookStar.activity,27.33,0.0
com.haodf.android,27.33,0.0
com.DefiantDev.SkiSafari,27.26,0.0
cn.andouya,27.24,0.0
com.UCMobile.ac,27.15,0.0
com.youdao.bigbang,27.13,0.0
com.outfit7.talkinggingerfree,27.08,0.0
cn.ledongli.ldl,27.02,0.0
com.immomo.momo,26.92,0.0
com.yidian.dk,26.92,0.0
com.sina.weibo,26.85,0.0
com.carrot.iceworld,26.84,0.0
cn.etouch.ecalendar.longshi,26.66,0.0
com.estoty.game2048,26.64,0.0
com.happyelements.AndroidAnimal.wdj,26.57,0.0
com.duokan.reader,26.53,0.0
com.mt.mttt,26.46,0.0
com.cjwifi,26.43,0.0
com.ludashi.benchmark,26.4,0.0
com.p1.mobile.putong,26.38,0.0
com.umonistudio.tile,26.32,0.0
com.talkweb.appbox,26.27,0.0
cn.coupon.kfc,26.27,0.0
com.calendar.UI,26.22,0.0
com.quanbennovel,26.21,0.0
com.tencent.token,26.18,0.0
com.kache.game,26.13,0.0
net.dx.cloudgame,26.02,0.0
com.shere.assistivetouch,26.02,0.0
net.zakume.game,26.01,0.0
cn.htjyb.reader,25.98,0.0
com.eastmoney.android.berlin,25.96,0.0
com.hipu.yidian,25.65,0.0
com.gau.go.launcherex,25.6,0.0
com.chaozh.iReaderxda,25.58,0.0
com.icbc,25.46,0.0
com.tencent.Mtown,25.46,0.0
me.mizhuan,25.46,0.0
com.tencent.qqlite,25.4,0.0
com.sythealth.fitness,25.38,0.0
com.bet007.mobile.score,25.35,0.0
com.wxws.myticket,25.34,0.0
in.huohua.Yuki,25.34,0.0
com.jiongji.andriod.card,25.31,0.0
com.niuguwang.stock,25.22,0.0
fm.xiami.main,25.22,0.0
com.huati,25.18,0.0
com.sdu.didi.psnger,25.14,0.0
com.sogou.map.android.maps,25.11,0.0
com.yt.pcdd_android.activity,25.07,0.0
com.sohu.inputmethod.sogou,24.97,0.0
com.android.music,24.77,0.0
com.halfbrick.fruitninja,24.75,0.0
com.baidu.fb,24.68,0.0
com.youdao.note,24.68,0.0
howbuy.android.piggy,24.64,0.0
com.pk51.snk.kof97.ext.mi,24.58,0.0
com.docin.zlibrary.ui.android,24.51,0.0
com.dasheng.talk,24.48,0.0
com.tongbanjie.android,24.42,0.0
com.dianxinos.dxbs,24.4,0.0
com.hexin.stocknews,24.4,0.0
com.mykj.game.ddz,24.38,0.0
com.ibox.flashlight,24.35,0.0
so.contacts.hub,24.33,0.0
com.netease.vopen,24.29,0.0
com.huluxia.gametools,24.26,0.0
com.sfpay.mobile,24.26,0.0
com.guagua.qiqi,24.2,0.0
com.tencent.news,24.18,0.0
com.acp.main,24.1,0.0
com.outfit7.mytalkingtomfree,24.03,0.0
com.cleanmaster.mguard_cn,23.99,0.0
com.yingyonghui.market,23.95,0.0
com.zhaopin.social,23.83,0.0
com.uc.browser,23.8,0.0
com.ijinshan.browser,23.77,0.0
klb.android.lovelivecn,23.73,0.0
com.teayelp.whereareyou,23.71,0.0
com.mztgame.dzz.mi,23.61,0.0
com.hz.LingLing.ui,23.61,0.0
mobile.com.cn.ui,23.55,0.0
ly.pp.justpiano,23.52,0.0
com.winner.simulatetrade,23.5,0.0
com.vlocker.locker,23.49,0.0
com.alibaba.android.babylon,23.46,0.0
com.games.wdsj.cn,23.39,0.0
com.yidian.tp,23.22,0.0
com.duomi.android,23.17,0.0
com.targtime.mtll,23.14,0.0
com.baidu.browser.apps_sj,23.14,0.0
cn.jingling.motu.photowonder,23.11,0.0
com.doudizhu.mainhuanle,23.1,0.0
com.ttyongche,23.07,0.0
com.chaozh.iReaderFree15,23.07,0.0
com.xiaomi.market,23.07,0.0
com.brianbaek.popstar,23.05,0.0
com.anzogame.game,23.04,0.0
com.yy.android.udbsec,23.03,0.0
com.mt.mtxx.mtxx,22.98,0.0
com.ezjoynetwork.icecrushchina.mi,22.96,0.0
com.blyx.kkhlddz.mi,22.93,0.0
com.jd.mobiledd.sdk,22.91,0.0
com.lphtsccft,22.88,0.0
com.zdit.advert,22.83,0.0
com.pfu.candy,22.8,0.0
com.elong.hotel.ui,22.77,0.0
com.qihoo360.contacts,22.74,0.0
cmccwm.mobilemusic,22.72,0.0
com.babytree.apps.lama,22.71,0.0
com.cib.bankcib,22.66,0.0
com.aa.generaladaptiveapps,22.63,0.0
com.lion.market,22.61,0.0
com.syezon.wifi,22.5,0.0
com.wuba.weizhang,22.48,0.0
com.wifigroup.wifiwnpj,22.47,0.0
com.surfing.kefu,22.4,0.0
com.youdao.translator,22.35,0.0
com.ximalaya.ting.android,22.34,0.0
com.tencent.mobileqqi,22.28,0.0
com.yunhai.jingxuan,22.23,0.0
com.ifeng.fhdt,22.22,0.0
com.digiplex.game,22.12,0.0
com.UCMobile.cmcc,22.11,0.0
com.tencent.tmgp.ttzz,22.11,0.0
com.mango.doubleball,22.1,0.0
com.jx.cmcc.ict.ibelieve,22.09,0.0
jp.naver.line.android,22.08,0.0
com.lbe.security,21.97,0.0
com.wenba.bangbang,21.96,0.0
com.iflytek.cmcc,21.95,0.0
com.tencent.map,21.92,0.0
com.tencent.loverzone,21.92,0.0
com.tencent.qqgame,21.9,0.0
com.zxly.assist,21.86,0.0
com.baidu.video,21.85,0.0
com.baidu.browser.apps,21.85,0.0
com.outfit7.mytalkingangelafree,21.81,0.0
com.tencent.tmgp.dpsg,21.8,0.0
com.android.chrome,21.66,0.0
com.xiaoji.emulator,21.63,0.0
com.dp.android.elong,21.57,0.0
com.babytree.apps.pregnancy,21.54,0.0
com.tencent.pb,21.52,0.0
com.wacai365,21.48,0.0
com.kunpeng.babyting,21.46,0.0
com.pingan.pinganwifi,21.42,0.0
com.muzhiwan.market,21.42,0.0
com.ijinshan.ShouJiKong.AndroidDaemon,21.41,0.0
com.lufax.android,21.35,0.0
cn.com.sina.sports,21.26,0.0
com.sankuai.meituan,21.26,0.0
com.ihandysoft.ledflashlight.mini,21.25,0.0
com.tencent.game.rhythmmaster,21.24,0.0
cn.edaijia.android.client,21.13,0.0
com.tencent.Qfarm,21.1,0.0
com.wantu.activity,21.05,0.0
com.joym.xiongdakuaipao,21.02,0.0
com.android.haitong,20.99,0.0
sh.lilith.dgame.DK,20.98,0.0
com.chaozh.iReader,20.92,0.0
com.tencent.qqmusic,20.85,0.0
com.hunantv.imgo.activity,20.78,0.0
com.huluxia.mctool,20.74,0.0
com.ss.android.essay.joke,20.69,0.0
com.kingreader.framework,20.52,0.0
com.mydream.wifi,20.51,0.0
com.tencent.qqgame.qqTexaswvga,20.5,0.0
com.tencent.powermanager,20.5,0.0
air.fyzb3,20.47,0.0
com.tmstudio.game.aa,20.41,0.0
bdmobile.android.app,20.4,0.0
com.sankuai.meituanhd,20.36,0.0
com.tencent.qqsports,20.35,0.0
com.android.MtpApplication,20.34,0.0
cn.com.langeasy.LangEasyLexis,20.33,0.0
cmb.pb,20.31,0.0
com.itings.myradio,20.31,0.0
com.ting.mp3.android,20.3,0.0
com.yek.android.kfc.activitys,20.27,0.0
com.tuyou.doudizhu.mi,20.23,0.0
com.tieyou.train.ark,20.22,0.0
com.qihoo.video,20.2,0.0
com.chaozh.iReaderBJFY,20.1,0.0
air.com.tencent.qqpasture,20.06,0.0
com.esvideo,20.02,0.0
com.taobao.appcenter,19.98,0.0
xxt.com.cn.ui,19.98,0.0
com.youku.phone,19.98,0.0
com.centurysoft.fruityrobo,19.94,0.0
com.joycity.gunshipbattle.qihoo,19.86,0.0
com.xiaomi.channel,19.85,0.0
com.tencent.minihd.qq,19.84,0.0
cn.amazon.mShop.android,19.82,0.0
com.tencent.pao,19.78,0.0
com.asiainfo.android,19.75,0.0
fm.qingting.qtradio,19.75,0.0
com.mapbar.android.mapbarmap,19.68,0.0
com.tencent.androidqqmail,19.64,0.0
com.alicom.smartdail,19.63,0.0
com.happyteam.dubbingshow,19.56,0.0
com.flightmanager.view,19.5,0.0
cn.ninegame.gamemanager,19.47,0.0
com.instamag.activity,19.35,0.0
com.tencent.tmgp.gb,19.34,0.0
com.dragon.android.pandaspace,19.33,0.0
gf.king.app,19.32,0.0
com.xiaomi.router,19.31,0.0
com.iyd.reader.ReadingJoy,19.28,0.0
com.diguayouxi,19.27,0.0
com.jb.gokeyboard,19.25,0.0
com.mo8.appremove,19.23,0.0
com.unionpay,19.22,0.0
com.ifreetalk.ftalk,19.22,0.0
com.xunlei.kankan,19.22,0.0
com.infinit.wostore.ui,19.2,0.0
com.crazylabs.linebound,19.2,0.0
com.guagua.guagua,19.19,0.0
cn.ninegame.gamemanager.yz,19.18,0.0
com.netease.cloudmusic,19.16,0.0
com.fengyou.games,19.09,0.0
